stop_id,stop_name,stop_lat,stop_lon,nearest_traffic_flow,road_capacity,accidents_300m
1103,SARDEGNA,44.47613179,11.38351974,130.01,398.2,7
1104,LOMBARDIA,44.47725295,11.38482358,52.66,300.0,0
1105,CALABRIA,44.47446643,11.38248926,168.72,300.0,0
1106,SARDEGNA,44.47574208,11.38399423,130.01,398.2,7
1109,MILANO,44.47315115,11.3813733,137.38,326.7,0
111,STRADA MAGGIORE,44.49270369,11.35025937,167.15,368.5,0
1110,CALABRIA,44.47458146,11.38288216,168.72,300.0,7
1111,CHIESA SAN LORENZO,44.47183158,11.3833702,944.42,1283.7,0
1112,CHIESA SAN LORENZO,44.4726061,11.38166152,137.38,326.7,0
1114,MAZZONI,44.4715351,11.3856349,944.42,1283.7,0
1117,MAZZONI,44.47148021,11.38529949,944.42,1283.7,0
1118,FIRENZE,44.46996536,11.38563064,615.66,951.5,0
1119,FIRENZE,44.47076787,11.38575764,615.66,951.5,0
112,PIAZZA GALVANI,44.49214571,11.3432716,129.04,300.0,0
1120,LONGO CAVAZZONI,44.46820727,11.38521562,332.58,575.3,0
1121,LONGO CAVAZZONI,44.46839077,11.38505023,332.58,575.3,0
1122,PIAZZALE ATLETI AZZURRI,44.46423946,11.38201422,305.4,664.4,0
1124,LONGO,44.46617303,11.38457959,332.58,575.3,0
1125,LONGO,44.46603437,11.38407893,320.75,559.9,0
1128,BELLARIA LOMBARDIA,44.47678565,11.38618372,48.06,300.0,7
113,GARGANELLI,44.49055523,11.35073426,563.74,863.5,7
1131,BELLARIA LOMBARDIA,44.47590469,11.38734889,43.5,375.1,7
1133,CENTRO CIVICO MAZZINI,44.47433947,11.39023157,184.64,1159.4,0
1134,CENTRO CIVICO MAZZINI,44.47462755,11.38993607,184.64,1159.4,7
1135,GENOVA,44.47276477,11.3943501,934.01,1345.3,0
1136,GENOVA,44.47295165,11.39447981,934.01,1345.3,0
114,PIAZZA GALVANI,44.49205677,11.34335528,129.04,300.0,0
1141,ADIGE,44.47738475,11.37991019,635.69,1024.1,0
1142,ADIGE,44.47747247,11.3795892,635.69,1024.1,0
1143,VENEZIA GIULIA,44.47829118,11.38177267,656.76,950.4,0
1144,VENEZIA GIULIA,44.47834279,11.38188794,656.76,950.4,0
1151,FAENZA,44.47323192,11.38776918,594.07,1100.0,7
1152,CENTRO GALLIA,44.46959578,11.38427977,318.59,778.8,0
1153,ARNO,44.47644313,11.39013046,551.05,1224.3,0
1154,FAENZA,44.47307458,11.38749008,594.07,1100.0,7
1156,ARNO,44.47684266,11.39012871,551.05,1224.3,0
117,TORLEONE,44.49089016,11.35504035,356.26,1387.1,0
12,BORGO,44.50276435,11.35117478,807.91,1194.6,0
1201,OSPEDALE MALPIGHI,44.48856617,11.36639517,345.89,532.4,0
1202,OSPEDALE MALPIGHI,44.4892827,11.36676293,348.03,511.5,0
1203,PIZZARDI,44.48980543,11.36857938,348.03,511.5,0
1204,MENGOLI,44.4883403,11.37001428,72.19,949.3,0
1205,MENGOLI,44.48867202,11.3722207,278.24,680.9,0
1206,AZZURRA,44.48650964,11.37319804,710.34,1026.3,0
1209,AZZURRA,44.48639962,11.3730238,710.34,1026.3,0
1210,FOSSOLO,44.48605978,11.37718754,710.34,1026.3,0
1211,FOSSOLO,44.48604793,11.37699998,710.34,1026.3,0
1212,FELSINA,44.48389232,11.38097107,417.72,598.4,0
1213,FELSINA,44.48382161,11.38085502,417.72,598.4,0
1214,ALLENDE,44.48287523,11.38522015,851.43,1152.8,0
1217,ALLENDE,44.48271796,11.38596117,851.43,1152.8,0
1218,LINCOLN,44.48214269,11.38988891,446.32,711.7,0
1219,LINCOLN,44.48203407,11.38996706,446.32,711.7,0
1251,MENGOLI,44.48951586,11.37160488,293.71,426.8,0
1252,MENGOLI,44.48914569,11.37157495,278.24,680.9,0
1253,AGNESI,44.48774995,11.37042659,379.59,550.0,0
1254,AGNESI,44.48617901,11.36958558,503.26,812.9,0
1263,POMPONAZZI,44.48067855,11.390118,326.1,496.1,0
1264,POMPONAZZI,44.48080023,11.39011119,326.1,496.1,0
1266,BOMBICCI,44.47920469,11.39432897,875.26,1257.3,0
13,BORGO,44.50300565,11.35126076,370.46,1046.1,0
1301,DANTE,44.48741149,11.35870613,380.68,819.5,0
1302,DANTE,44.48766732,11.35969502,380.68,819.5,0
1303,PIAZZA TRENTO TRIESTE,44.48674516,11.36230943,538.25,838.2,0
1304,PIAZZA TRENTO TRIESTE,44.48662986,11.3614869,254.64,465.3,0
1305,SAVIOLI,44.48582584,11.36462145,525.93,855.8,0
1306,SAVIOLI,44.48436977,11.36308471,167.91,640.2,0
1309,MEZZOFANTI,44.48351186,11.36500706,325.17,1257.3,0
1310,MEZZOFANTI,44.48345442,11.36552505,300.16,986.7,0
1311,ALBINI,44.48237401,11.36799951,553.17,973.5,0
1312,ALBINI,44.48209545,11.3691129,553.17,973.5,0
1313,LARGO LERCARO,44.48009905,11.37006552,247.44,415.8,0
1314,LARGO LERCARO,44.47970576,11.36992936,46.51,864.6,0
1351,ALEMANNI - AGEOP RICERCA,44.4860583,11.36585671,300.05,634.7,0
1352,ALEMANNI - AGEOP RICERCA,44.48628328,11.3662132,6.28,581.9,0
1353,LAURA BASSI,44.48524054,11.36874273,444.09,686.4,0
1354,LAURA BASSI,44.48310451,11.36750327,587.54,962.5,0
14,PORTA MASCARELLA,44.5017753,11.35373575,1218.7,1670.9,0
1400,FERMATA SERVIZIO DUE MADONNE,44.48480216,11.39455505,733.12,998.8,7
1401,MONDOLFO,44.48150054,11.39337072,733.12,998.8,7
1402,MONDOLFO,44.48133394,11.39305111,733.12,998.8,7
1403,DEPOSITO DUE MADONNE 1,44.4831604,11.39438962,733.12,998.8,7
1404,DEPOSITO DUE MADONNE 1,44.48320394,11.39424522,733.12,998.8,7
1405,DEPOSITO DUE MADONNE 2,44.4851561,11.39567526,733.12,998.8,0
1406,DEPOSITO DUE MADONNE 2,44.4852113,11.39548904,733.12,998.8,0
1407,CANOVA,44.48800003,11.3970888,646.49,1057.1,0
1408,CANOVA,44.4880386,11.39699371,646.49,1057.1,0
1412,FIORAVANTI PIAZZA LIBER PARADISUS,44.50871348,11.34035332,263.54,1731.4,0
15,STAZIONE CENTRALE - MATTEOTTI,44.50499342,11.34426605,840.31,1155.0,0
1501,SAN LAZZARO POGGI,44.46818616,11.41473041,639.32,910.8,0
1502,SAN LAZZARO JUSSI,44.46908404,11.41283848,639.32,910.8,0
1503,CICOGNA FONDAZIONE CIRULLI,44.46378111,11.42644798,639.32,910.8,0
1504,CICOGNA FONDAZIONE CIRULLI,44.46509918,11.42307834,639.32,910.8,0
1505,SAN LAZZARO CIMITERO,44.46219254,11.43031753,639.32,910.8,0
1506,SAN LAZZARO CIMITERO,44.46247875,11.43011493,639.32,910.8,0
16,STAZIONE CENTRALE,44.50500553,11.34337106,875.45,1247.4,0
1602,CASELLE GRAMSCI,44.47130518,11.4105334,639.32,910.8,0
1603,CASELLE GRAMSCI,44.47120695,11.41078866,639.32,910.8,0
1604,CASELLE SPERANZA,44.47362928,11.41352801,639.32,910.8,0
1605,CASELLE SPERANZA,44.47358781,11.41370625,639.32,910.8,0
1606,CASELLE CA` RICCHI,44.47611226,11.41584493,639.32,910.8,0
1607,CASELLE CA` RICCHI,44.47601614,11.41602643,639.32,910.8,0
1608,SAN LAZZARO STAZIONE,44.47842609,11.4158108,639.32,910.8,0
17,PORTA MASCARELLA,44.5017886,11.35450991,1218.7,1670.9,0
18,PORTA SAN DONATO,44.4975665,11.35652223,1033.47,1489.4,0
19,PORTA SAN DONATO,44.49912108,11.35666114,824.82,1226.5,0
2,STAZIONE CENTRALE,44.50514374,11.34255876,884.88,1218.8,0
20,PORTA SAN VITALE,44.49451777,11.35688755,1278.32,1948.1,0
2000,PORTA SAN VITALE (VIA MASSARENTI),44.49390682,11.35810889,59.3,1146.2,0
2001,PORTA SAN VITALE,44.49372582,11.35837279,59.3,1146.2,0
2002,OSPEDALE SANT`ORSOLA,44.49279834,11.36200243,468.4,757.9,0
2003,OSPEDALE SANT`ORSOLA,44.49282613,11.36152955,468.4,757.9,0
2004,OSPEDALE SANT`ORSOLA ALBERTONI,44.49232116,11.36415193,840.57,1260.6,0
2005,OSPEDALE SANT`ORSOLA ALBERTONI,44.49217793,11.36424833,840.57,1260.6,0
2006,MASSARENTI,44.49267403,11.36698835,655.54,932.8,0
2008,RIMESSE STAZIONE,44.49341153,11.37342856,24.03,566.5,0
2009,MASSARENTI,44.49269931,11.36833027,644.26,883.3,0
201,PIAZZA ALDROVANDI,44.49284909,11.35166835,7.25,771.1,0
2010,TRIACHINI,44.49299884,11.37040821,386.03,676.5,0
2011,RIMESSE STAZIONE,44.49330983,11.37377345,445.17,800.8,0
2013,PARCO,44.49319694,11.37600842,3.3,547.8,0
2014,PARCO,44.4932466,11.37681224,3.3,547.8,0
2017,MASSARENTI SOTTOVIA,44.49355702,11.38162548,587.76,1962.4,0
2018,MASSARENTI SOTTOVIA,44.49369241,11.38128512,587.76,1962.4,0
2019,GIAMBOLOGNA,44.49318452,11.38556038,607.58,2185.7,0
2020,SANTA RITA,44.49350601,11.3831264,373.52,779.9,0
2021,TANGENZIALE SAN VITALE,44.4933262,11.38960113,289.07,3028.3,0
2022,GIAMBOLOGNA,44.49328239,11.38588509,607.58,2185.7,0
2025,PIAZZA DEI COLORI,44.49456442,11.39854377,1126.33,4860.9,0
2026,TANGENZIALE SAN VITALE,44.49363923,11.38988748,289.07,3028.3,0
2028,PIAZZA DEI COLORI,44.49452436,11.39723672,1126.33,4860.9,0
2030,BARELLI,44.4948308,11.39979076,561.0,737.0,0
21,FILOPANTI,44.49546118,11.35708657,54.96,733.7,0
2101,PALAGI,44.49131579,11.36596638,827.56,1203.4,0
2103,OSPEDALE MALPIGHI,44.48777934,11.36618962,76.05,601.7,0
2105,ZANOLINI - CASA DELLE DONNE,44.4971993,11.35937211,54.96,733.7,0
2106,ZANOLINI - CASA DELLE DONNE,44.4975101,11.35941609,267.66,749.1,0
2111,MASSARENTI,44.49224921,11.36762344,655.54,932.8,0
2112,PALAGI,44.4917379,11.36655808,639.3,941.6,0
2113,ARPA,44.4914655,11.36995147,644.26,883.3,0
2114,ARPA,44.49029285,11.37087629,293.71,426.8,0
2117,VERMIGLIA,44.49092065,11.37158638,293.71,426.8,0
2118,ARCOBALENO,44.48855537,11.37350112,294.33,475.2,0
2119,ARCOBALENO,44.48891024,11.37340155,278.24,680.9,0
2120,VETULONIA,44.48731258,11.37746898,294.33,475.2,0
2121,VETULONIA,44.48707449,11.37752745,710.34,1026.3,0
2122,SPINA,44.48894154,11.37806158,294.33,475.2,0
2125,SPINA,44.48917809,11.37834709,94.92,315.7,0
2126,ISTITUTO MANFREDI TANARI,44.48924791,11.38632498,427.56,1626.9,0
2127,ETRURIA,44.48960438,11.38048986,94.92,315.7,0
2128,MARX,44.48576087,11.38625505,910.43,1309.0,0
2129,ISTITUTO MANFREDI TANARI,44.48881017,11.38726685,427.56,1626.9,0
2130,ETRURIA,44.48963887,11.38031992,94.92,315.7,0
2133,MARX,44.48574764,11.38606235,910.43,1309.0,0
22,PORTA MAGGIORE,44.49188037,11.35712682,1128.29,1724.8,0
2201,MASIA,44.49779851,11.36402354,282.34,562.1,0
2202,MASIA,44.49656024,11.36436969,126.8,478.5,0
2203,CIRENAICA,44.49583114,11.36431032,522.01,731.5,0
2204,CIRENAICA,44.49470431,11.36465467,522.01,731.5,0
2205,BENTIVOGLI,44.49321421,11.36469034,442.79,702.9,0
2301,CROCE DEL BIACCO,44.49058182,11.39903002,582.79,953.7,0
2302,CROCE DEL BIACCO,44.49049067,11.39884236,582.79,953.7,0
2303,MARTELLI,44.49263572,11.40041286,582.79,953.7,0
2304,MARTELLI,44.49276113,11.40033548,561.0,737.0,0
2448,LARGA STAZIONE,44.49872449,11.39429361,655.58,1093.4,0
2451,LARGA,44.49514563,11.39235138,289.07,3028.3,0
2452,LARGA,44.49498382,11.39201774,289.07,3028.3,0
2453,CARROZZAIO,44.49917004,11.39574637,655.58,1093.4,0
2454,CARROZZAIO,44.49897337,11.39584051,655.58,1093.4,0
2455,CERAMISTA,44.49923631,11.39760128,655.58,1093.4,0
2456,CERAMISTA,44.49906873,11.39700714,655.58,1093.4,0
2457,LARGA STAZIONE,44.49817673,11.39412001,655.58,1093.4,0
2459,CERODOLO,44.50224546,11.39949993,677.07,998.8,0
2460,CERODOLO,44.50223632,11.39939971,677.07,998.8,0
2461,ELETTRICISTA,44.50247377,11.40175391,439.3,1333.2,0
2462,ELETTRICISTA,44.50253336,11.4017831,439.3,1333.2,0
2463,FONDITORE,44.50186788,11.40471579,439.3,1333.2,0
2464,FONDITORE,44.50198883,11.40463664,439.3,1333.2,0
2467,FRESATORE,44.50093103,11.40765296,256.64,792.0,0
2468,FRESATORE,44.50104306,11.40762378,256.64,792.0,0
2469,MURATORE,44.50080149,11.41045824,405.09,973.5,0
2470,MURATORE,44.50091919,11.41032001,405.09,973.5,0
2472,ROTONDA ACQUA FRESCA,44.50358753,11.41318729,405.09,973.5,0
2476,ROTONDA NEGRONI,44.50186699,11.41863303,405.09,973.5,0
2477,ROTONDA ACQUA FRESCA,44.50429244,11.41260627,405.09,973.5,0
2479,VETRAIO,44.50503017,11.42150395,405.09,973.5,0
2482,INDUSTRIA,44.50474693,11.39492449,677.07,998.8,0
2485,INDUSTRIA,44.50488541,11.39476033,677.07,998.8,0
2486,CARPENTIERE,44.50430621,11.39125518,677.07,998.8,0
2487,CARPENTIERE,44.50451676,11.39146428,677.07,998.8,0
2488,PILASTRO VECCHIO,44.50755804,11.38834217,61.15,690.8,0
2491,INNOCENTI,44.49989703,11.39513071,655.58,1093.4,0
2492,INNOCENTI,44.49993348,11.39502607,655.58,1093.4,0
2493,ENZO FERRARI,44.50241025,11.39679821,677.07,998.8,0
2494,ENZO FERRARI,44.50246172,11.396625,677.07,998.8,0
2495,SCALO SAN DONATO,44.50790239,11.3966908,439.3,1333.2,0
2496,SCALO SAN DONATO,44.50766111,11.39655196,439.3,1333.2,0
2497,PIANETA,44.49677196,11.39128535,289.07,3028.3,0
2498,SCUOLE SCANDELLARA,44.49667121,11.38478521,676.22,1256.2,0
25,PORTA SAN VITALE,44.49285467,11.35737739,129.51,300.0,0
26,CARDUCCI,44.4866652,11.35776272,744.96,1113.2,0
27,PORTA MAGGIORE,44.49096432,11.35763496,1128.29,1724.8,0
28,PORTA SANTO STEFANO,44.48467453,11.35525385,2711.29,8470.0,0
29,CARDUCCI,44.48822898,11.35791928,1004.27,1859.0,0
3,STAZIONE CENTRALE,44.50544812,11.34379295,875.45,1247.4,0
30,GIARDINI MARGHERITA,44.48500519,11.35239757,598.74,1743.5,0
30001,GRANAROLO FOGGIA NUOVA,44.53753819,11.4337605,606.87,821.7,0
30003,GRANAROLO DE ROSSI,44.55829624,11.45069742,606.87,821.7,0
30005,GRANAROLO HOTEL KING,44.54176823,11.44061229,606.87,821.7,0
30009,GRANAROLO MATTEUCCI,44.54632288,11.44362779,606.87,821.7,0
30013,GRANAROLO ROMA,44.55030276,11.44607264,606.87,821.7,0
30014,GRANAROLO ROMA,44.55163096,11.44672714,606.87,821.7,0
30017,GRANAROLO,44.5548561,11.44898478,606.87,821.7,0
30018,GRANAROLO,44.55456956,11.44858387,606.87,821.7,0
30021,GRANAROLO TARTARINI,44.55692102,11.45026926,606.87,821.7,0
30022,GRANAROLO TARTARINI,44.55754882,11.45054824,606.87,821.7,0
3003,MERCATO SAN DONATO,44.50279922,11.36294734,24.95,777.7,0
3004,SANT`EGIDIO,44.49917902,11.35935844,382.34,874.5,0
3006,MERCATO SAN DONATO,44.50290911,11.36288496,24.95,777.7,0
3007,SANT`EGIDIO,44.49904059,11.35951858,382.34,874.5,0
301,SFERISTERIO,44.50044908,11.34720661,209.91,319.0,0
3010,CENTRO ZANARDI,44.50394231,11.36695062,0.0,300.0,0
3012,SAN DONATO,44.50497647,11.37077431,0.0,300.0,0
3014,SIRENELLA,44.50607346,11.37338356,0.01,300.0,0
3015,SAN DONNINO,44.50943974,11.38038474,344.85,708.4,0
3017,CADRIANO BIVIO,44.51109765,11.38388282,524.32,818.4,0
3018,SAN DONNINO,44.50868222,11.37820957,3.39,563.2,0
3019,PIRANDELLO,44.51171743,11.38948797,229.34,735.9,0
302,SFERISTERIO,44.50069116,11.3467344,215.65,513.7,0
3020,CADRIANO BIVIO,44.51184256,11.38479632,410.2,1706.1,0
3022,PIRANDELLO,44.5117616,11.38977049,229.34,735.9,0
3025,SVEVO,44.50844589,11.39452092,229.34,735.9,0
3026,PILASTRO,44.51042507,11.39590019,99.29,458.7,0
3027,DELEDDA,44.51010584,11.39992796,439.3,1333.2,0
303,IRNERIO,44.4997928,11.34978799,679.89,1017.5,7
304,IRNERIO,44.49999648,11.34954145,264.21,630.3,7
305,PORTA SAN DONATO,44.49842999,11.35514117,449.05,712.8,0
3051,BIVIO PILASTRO,44.51006636,11.38347047,61.15,690.8,0
3052,SALGARI,44.51434878,11.39006265,99.29,458.7,0
3053,PILASTRO VECCHIO,44.50787583,11.38942292,229.34,735.9,0
3054,NEGRI,44.51351226,11.3957995,536.64,799.7,0
3055,C.S. RECORD,44.50796414,11.3916808,229.34,735.9,0
3056,PILASTRO,44.51107229,11.39581271,99.29,458.7,0
3059,SVEVO,44.50818135,11.39530265,439.3,1333.2,0
306,PORTA SAN DONATO,44.49891781,11.35377796,470.88,701.8,7
3074,PANZINI,44.50935826,11.39329942,229.34,735.9,0
3075,SIGHINOLFI,44.51109042,11.400761,439.3,1333.2,0
3076,SIGHINOLFI,44.51122389,11.40155752,439.3,1333.2,0
3101,BEROALDO,44.50225729,11.36667249,0.0,300.0,0
3102,GALEOTTI,44.50265888,11.36469728,1014.54,2644.4,0
3103,DUSE,44.50130267,11.36926602,0.0,300.0,0
3104,CAMPO SAVENA,44.50114055,11.36704554,400.3,619.3,0
3105,CALINDRI,44.50051911,11.37123352,139.13,300.0,0
3106,DUSE,44.50013874,11.3701772,139.13,300.0,0
3107,ARTIGIANO,44.50303752,11.36706457,0.0,300.0,0
3108,TERRAPIENO MONDO,44.4992831,11.37698842,274.79,575.3,0
3109,ANDREINI,44.50054617,11.3735051,422.37,603.9,0
3110,MONDO,44.49902521,11.37261633,357.47,1057.1,0
3111,BEOLCO,44.50300955,11.37401629,101.82,398.2,0
3112,ANDREINI,44.50141693,11.37357033,422.37,603.9,0
3113,GIARDINO GINO CERVI,44.50512094,11.37241939,101.82,398.2,0
3114,BEOLCO,44.50300474,11.37376058,101.82,398.2,0
3115,MAGAZZARI,44.50389286,11.37230716,101.82,398.2,0
3116,TERRAPIENO,44.50080906,11.37852691,274.79,575.3,0
3118,GIARDINO GINO CERVI,44.50501144,11.37236786,101.82,398.2,0
3120,MAGAZZARI,44.50406701,11.37249071,101.82,398.2,0
3122,RISTORI,44.50213146,11.37200255,422.37,603.9,0
3131,NUOVA,44.49816702,11.37297458,357.47,1057.1,0
3132,NUOVA,44.4983116,11.37305671,357.47,1057.1,0
3133,STAZIONE SAN VITALE,44.49589352,11.37193504,24.03,566.5,0
3134,STAZIONE SAN VITALE,44.49594856,11.37215661,24.03,566.5,0
3151,CAVALCAVIA SAN DONATO,44.49940843,11.36031896,382.34,874.5,0
3152,CAVALCAVIA SAN DONATO,44.5003831,11.36167201,496.47,726.0,0
3153,ROSSI,44.49872286,11.36337616,282.34,562.1,0
3154,ROSSI,44.4987506,11.36287886,282.34,562.1,0
3161,MERCATO SAN DONATO,44.50208881,11.36334397,1145.83,1566.4,0
3165,LIBIA,44.49418425,11.36574834,939.99,1402.5,0
32006,GRANAROLO SCUOLA MEDIA,44.5515947,11.44436184,606.87,821.7,0
32008,GRANAROLO DALLA CHIESA,44.55245249,11.44132422,606.87,821.7,0
3201,VESTRI,44.50708276,11.35744991,200.49,321.2,0
32010,VIADAGOLA CENTRO SPORTIVO,44.55374694,11.43709528,606.87,821.7,0
32014,VIADAGOLA,44.55460178,11.434303,606.87,821.7,0
3202,REPUBBLICA,44.50402216,11.36350468,0.0,300.0,0
32022,VIADAGOLA CHIESA,44.55636187,11.42913765,606.87,821.7,0
32026,CADRIANO ROMA,44.56156765,11.40927558,413.07,1526.8,0
3203,LAVORO,44.50523139,11.35931256,482.0,756.8,0
32030,CADRIANO SCUOLE ELEMENTARI,44.55625474,11.40606273,419.64,671.0,0
32034,CADRIANO GANDOLFI,44.55171021,11.40141147,419.64,671.0,0
32038,CADRIANO,44.54962406,11.39947656,419.64,671.0,0
3204,RUGGERI,44.50489809,11.36068289,661.28,1152.8,0
32042,CADRIANO MATTEOTTI,44.54749688,11.39802006,419.64,671.0,0
3205,PEZZANA,44.50393356,11.36060779,661.28,1152.8,0
3206,NOVELLI,44.50663453,11.36106044,182.29,426.8,0
3208,LAVORO,44.50538159,11.35936816,482.0,756.8,0
3210,VESTRI,44.50677599,11.35800051,0.58,300.0,0
3212,DOPOLAVORO FERROVIARIO,44.50802935,11.35351289,866.54,1168.2,0
3214,BIGARI,44.50838684,11.35131994,170.77,564.3,0
3216,CRETI,44.50974616,11.35006621,355.93,579.7,0
33,PORTA SANTO STEFANO,44.48498771,11.35711821,1459.95,5298.7,0
3301,CAVALCAVIA MASCARELLA,44.50689527,11.35511186,866.54,1168.2,0
3302,CAVALCAVIA MASCARELLA,44.50716093,11.35510763,866.54,1168.2,0
3303,STALINGRADO,44.50876671,11.35611902,2.58,427.9,0
3304,STALINGRADO,44.50915064,11.35602756,2.58,427.9,0
3305,STALINGRADO PARRI,44.51229817,11.35788044,828.13,1369.5,0
3307,FIERA ALDO MORO,44.50859454,11.3628152,0.0,300.0,0
3308,STALINGRADO PARRI,44.5122206,11.35752268,828.13,1369.5,0
3319,DOZZA,44.52889371,11.3670467,1015.32,1603.8,0
3320,DON GNOCCHI,44.52528694,11.36167417,1015.32,1603.8,0
3321,APOSAZZA,44.53335336,11.36777886,1311.62,1879.9,0
3322,PARCHEGGIO PARCO NORD,44.52721569,11.36466628,1015.32,1603.8,0
3326,DOZZA,44.52824853,11.3661695,1015.32,1603.8,0
3327,DON GNOCCHI,44.52598517,11.36289948,1015.32,1603.8,0
3328,APOSAZZA,44.53331563,11.36748156,1311.62,1879.9,0
3329,PARCHEGGIO PARCO NORD,44.52695472,11.36476976,1015.32,1603.8,0
3331,PARCHEGGIO COSTITUZIONE,44.51035371,11.359704,0.01,300.0,0
3335,FIERA PALAZZO CONGRESSI,44.51093344,11.36130706,0.0,300.0,0
