codice;codice_linea;denominazione;ubicazione;comune;codice_zona;quartiere;geopoint;zona_prossimita;area_statistica
6024;445;BERRETTA ROSSA OPIF. GOLI;VIA EMILIA PONENTE PALO FILOVIARIO 246;BOLOGNA;500;Borgo Panigale - Reno;44.506623, 11.306235;SANTA VIOLA;EMILIA PONENTE
6024;576;BERRETTA ROSSA OPIF. GOLI;VIA EMILIA PONENTE PALO FILOVIARIO 246;BOLOGNA;500;Borgo Panigale - Reno;44.506623, 11.306235;SANTA VIOLA;EMILIA PONENTE
6024;87;BERRETTA ROSSA OPIF. GOLI;VIA EMILIA PONENTE PALO FILOVIARIO 246;BOLOGNA;500;Borgo Panigale - Reno;44.506623, 11.306235;SANTA VIOLA;EMILIA PONENTE
6025;86;PONTELUNGO;VIA EMILIA PONENTE 247;BOLOGNA;500;Borgo Panigale - Reno;44.508983, 11.296352;SANTA VIOLA;AGUCCHI
6025;81;PONTELUNGO;VIA EMILIA PONENTE 247;BOLOGNA;500;Borgo Panigale - Reno;44.508983, 11.296352;SANTA VIOLA;AGUCCHI
6025;13;PONTELUNGO;VIA EMILIA PONENTE 247;BOLOGNA;500;Borgo Panigale - Reno;44.508983, 11.296352;SANTA VIOLA;AGUCCHI
6025;61;PONTELUNGO;VIA EMILIA PONENTE 247;BOLOGNA;500;Borgo Panigale - Reno;44.508983, 11.296352;SANTA VIOLA;AGUCCHI
6025;677;PONTELUNGO;VIA EMILIA PONENTE 247;BOLOGNA;500;Borgo Panigale - Reno;44.508983, 11.296352;SANTA VIOLA;AGUCCHI
6025;944;PONTELUNGO;VIA EMILIA PONENTE 247;BOLOGNA;500;Borgo Panigale - Reno;44.508983, 11.296352;SANTA VIOLA;AGUCCHI
6025;646;PONTELUNGO;VIA EMILIA PONENTE 247;BOLOGNA;500;Borgo Panigale - Reno;44.508983, 11.296352;SANTA VIOLA;AGUCCHI
6025;651;PONTELUNGO;VIA EMILIA PONENTE 247;BOLOGNA;500;Borgo Panigale - Reno;44.508983, 11.296352;SANTA VIOLA;AGUCCHI
6026;445;PONTELUNGO;VIA EMILIA PONENTE FR. 243;BOLOGNA;500;Borgo Panigale - Reno;44.508758, 11.296784;SANTA VIOLA;EMILIA PONENTE
6026;87;PONTELUNGO;VIA EMILIA PONENTE FR. 243;BOLOGNA;500;Borgo Panigale - Reno;44.508758, 11.296784;SANTA VIOLA;EMILIA PONENTE
6026;91;PONTELUNGO;VIA EMILIA PONENTE FR. 243;BOLOGNA;500;Borgo Panigale - Reno;44.508758, 11.296784;SANTA VIOLA;EMILIA PONENTE
6026;576;PONTELUNGO;VIA EMILIA PONENTE FR. 243;BOLOGNA;500;Borgo Panigale - Reno;44.508758, 11.296784;SANTA VIOLA;EMILIA PONENTE
6026;651;PONTELUNGO;VIA EMILIA PONENTE FR. 243;BOLOGNA;500;Borgo Panigale - Reno;44.508758, 11.296784;SANTA VIOLA;EMILIA PONENTE
6027;87;CINTA DAZIARIA TEATRI DI;VIA EMILIA PONENTE 315/2;BOLOGNA;500;Borgo Panigale - Reno;44.5118, 11.288738;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
6027;54;CINTA DAZIARIA TEATRI DI;VIA EMILIA PONENTE 315/2;BOLOGNA;500;Borgo Panigale - Reno;44.5118, 11.288738;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
6027;179;CINTA DAZIARIA TEATRI DI;VIA EMILIA PONENTE 315/2;BOLOGNA;500;Borgo Panigale - Reno;44.5118, 11.288738;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
6029;651;BORGO PANIGALE STAZIONE;VIA EMILIA PONENTE P.L. 193;BOLOGNA;500;Borgo Panigale - Reno;44.514412, 11.283719;BORGO PANIGALE;BORGO CENTRO
6029;79;BORGO PANIGALE STAZIONE;VIA EMILIA PONENTE P.L. 193;BOLOGNA;500;Borgo Panigale - Reno;44.514412, 11.283719;BORGO PANIGALE;BORGO CENTRO
6029;646;BORGO PANIGALE STAZIONE;VIA EMILIA PONENTE P.L. 193;BOLOGNA;500;Borgo Panigale - Reno;44.514412, 11.283719;BORGO PANIGALE;BORGO CENTRO
6029;13;BORGO PANIGALE STAZIONE;VIA EMILIA PONENTE P.L. 193;BOLOGNA;500;Borgo Panigale - Reno;44.514412, 11.283719;BORGO PANIGALE;BORGO CENTRO
6029;87;BORGO PANIGALE STAZIONE;VIA EMILIA PONENTE P.L. 193;BOLOGNA;500;Borgo Panigale - Reno;44.514412, 11.283719;BORGO PANIGALE;BORGO CENTRO
6030;179;CINTA DAZIARIA TEATRI DI;VIA EMILIA PONENTE 276;BOLOGNA;500;Borgo Panigale - Reno;44.511899, 11.288289;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
6030;13;CINTA DAZIARIA TEATRI DI;VIA EMILIA PONENTE 276;BOLOGNA;500;Borgo Panigale - Reno;44.511899, 11.288289;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
6030;54;CINTA DAZIARIA TEATRI DI;VIA EMILIA PONENTE 276;BOLOGNA;500;Borgo Panigale - Reno;44.511899, 11.288289;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
6030;87;CINTA DAZIARIA TEATRI DI;VIA EMILIA PONENTE 276;BOLOGNA;500;Borgo Panigale - Reno;44.511899, 11.288289;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
6033;79;SCALA;VIA LEPIDO 29;BOLOGNA;500;Borgo Panigale - Reno;44.516556, 11.277839;BORGO PANIGALE;BORGO CENTRO
6033;646;SCALA;VIA LEPIDO 29;BOLOGNA;500;Borgo Panigale - Reno;44.516556, 11.277839;BORGO PANIGALE;BORGO CENTRO
6033;677;SCALA;VIA LEPIDO 29;BOLOGNA;500;Borgo Panigale - Reno;44.516556, 11.277839;BORGO PANIGALE;BORGO CENTRO
6033;673;SCALA;VIA LEPIDO 29;BOLOGNA;500;Borgo Panigale - Reno;44.516556, 11.277839;BORGO PANIGALE;BORGO CENTRO
6033;54;SCALA;VIA LEPIDO 29;BOLOGNA;500;Borgo Panigale - Reno;44.516556, 11.277839;BORGO PANIGALE;BORGO CENTRO
6033;651;SCALA;VIA LEPIDO 29;BOLOGNA;500;Borgo Panigale - Reno;44.516556, 11.277839;BORGO PANIGALE;BORGO CENTRO
6034;80;BORGO PANIGALE STAZIONE;VIA EMILIA PONENTE P.L. 131;BOLOGNA;500;Borgo Panigale - Reno;44.514218, 11.284001;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
6035;54;CHIESA BORGO PANIGALE;VIA LEPIDO 55/C;BOLOGNA;500;Borgo Panigale - Reno;44.517726, 11.274689;BORGO PANIGALE;BORGO CENTRO
6035;80;CHIESA BORGO PANIGALE;VIA LEPIDO 55/C;BOLOGNA;500;Borgo Panigale - Reno;44.517726, 11.274689;BORGO PANIGALE;BORGO CENTRO
6035;179;CHIESA BORGO PANIGALE;VIA LEPIDO 55/C;BOLOGNA;500;Borgo Panigale - Reno;44.517726, 11.274689;BORGO PANIGALE;BORGO CENTRO
6036;64;SCALA;VIA LEPIDO 8/A;BOLOGNA;500;Borgo Panigale - Reno;44.516017, 11.279114;BORGO PANIGALE;BORGO CENTRO
6036;54;SCALA;VIA LEPIDO 8/A;BOLOGNA;500;Borgo Panigale - Reno;44.516017, 11.279114;BORGO PANIGALE;BORGO CENTRO
6036;677;SCALA;VIA LEPIDO 8/A;BOLOGNA;500;Borgo Panigale - Reno;44.516017, 11.279114;BORGO PANIGALE;BORGO CENTRO
6036;79;SCALA;VIA LEPIDO 8/A;BOLOGNA;500;Borgo Panigale - Reno;44.516017, 11.279114;BORGO PANIGALE;BORGO CENTRO
6037;79;BORGO PANIGALE - MUSEO DU;VIA LEPIDO 147;BOLOGNA;500;Borgo Panigale - Reno;44.518588, 11.27208;BORGO PANIGALE;BORGO CENTRO
6037;13;BORGO PANIGALE - MUSEO DU;VIA LEPIDO 147;BOLOGNA;500;Borgo Panigale - Reno;44.518588, 11.27208;BORGO PANIGALE;BORGO CENTRO
6038;179;CHIESA BORGO PANIGALE;VIA LEPIDO FR 79;BOLOGNA;500;Borgo Panigale - Reno;44.51762, 11.274546;BORGO PANIGALE;BORGO CENTRO
6038;54;CHIESA BORGO PANIGALE;VIA LEPIDO FR 79;BOLOGNA;500;Borgo Panigale - Reno;44.51762, 11.274546;BORGO PANIGALE;BORGO CENTRO
6039;35;OSPEDALE MAGGIORE - MATER;VIA DELL`OSPEDALE PL 6;BOLOGNA;500;Porto - Saragozza;44.506692, 11.315283;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6042;576;BORGO PANIGALE - MUSEO DU;VIA LEPIDO 104/C;BOLOGNA;500;Borgo Panigale - Reno;44.518319, 11.272459;BORGO PANIGALE;BORGO CENTRO
6042;13;BORGO PANIGALE - MUSEO DU;VIA LEPIDO 104/C;BOLOGNA;500;Borgo Panigale - Reno;44.518319, 11.272459;BORGO PANIGALE;BORGO CENTRO
6042;677;BORGO PANIGALE - MUSEO DU;VIA LEPIDO 104/C;BOLOGNA;500;Borgo Panigale - Reno;44.518319, 11.272459;BORGO PANIGALE;BORGO CENTRO
6042;87;BORGO PANIGALE - MUSEO DU;VIA LEPIDO 104/C;BOLOGNA;500;Borgo Panigale - Reno;44.518319, 11.272459;BORGO PANIGALE;BORGO CENTRO
6043;79;VILLAGGIO INA;VIA LEPIDO P.L. 189;BOLOGNA;500;Borgo Panigale - Reno;44.5213, 11.264233;BORGO PANIGALE;DUCATI-VILLAGGIO INA
6043;673;VILLAGGIO INA;VIA LEPIDO P.L. 189;BOLOGNA;500;Borgo Panigale - Reno;44.5213, 11.264233;BORGO PANIGALE;DUCATI-VILLAGGIO INA
6043;651;VILLAGGIO INA;VIA LEPIDO P.L. 189;BOLOGNA;500;Borgo Panigale - Reno;44.5213, 11.264233;BORGO PANIGALE;DUCATI-VILLAGGIO INA
6043;80;VILLAGGIO INA;VIA LEPIDO P.L. 189;BOLOGNA;500;Borgo Panigale - Reno;44.5213, 11.264233;BORGO PANIGALE;DUCATI-VILLAGGIO INA
6045;35;ROTONDA GRANATIERI - AVIS;VIA DELL`OSPEDALE PL 8;BOLOGNA;500;Porto - Saragozza;44.507569, 11.311984;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6050;64;NORMANDIA;VIA NORMANDIA 12/EFGH;BOLOGNA;500;Borgo Panigale - Reno;44.522219, 11.26379;BORGO PANIGALE;DUCATI-VILLAGGIO INA
6050;13;NORMANDIA;VIA NORMANDIA 12/EFGH;BOLOGNA;500;Borgo Panigale - Reno;44.522219, 11.26379;BORGO PANIGALE;DUCATI-VILLAGGIO INA
6054;80;CAVALIERI DUCATI;VIA CAVALIERI DUCATI 1/2;BOLOGNA;500;Borgo Panigale - Reno;44.516955, 11.269525;BORGO PANIGALE;DUCATI-VILLAGGIO INA
6057;184;OSPEDALE  MAGGIORE;VIA MARZABOTTO FR. 10/B;BOLOGNA;500;Porto - Saragozza;44.502717, 11.312371;SAFFI;VELODROMO
6057;MEX;OSPEDALE  MAGGIORE;VIA MARZABOTTO FR. 10/B;BOLOGNA;500;Porto - Saragozza;44.502717, 11.312371;SAFFI;VELODROMO
6059;;TERRACINI;VIA TERRACINI FR. CIV. 30;BOLOGNA;500;Navile;44.514288, 11.318918;BERTALIA - NOCE;LAZZARETTO
6200;63;DEPOSITO BATTINDARNO;INTERNO DEPOSITO BATTINDARNO;BOLOGNA;500;Borgo Panigale - Reno;44.502794, 11.296084;BARCA;BATTINDARNO
6202;36;VITTORIO VENETO;VIA VITTORIO VENETO 18/A;BOLOGNA;500;Porto - Saragozza;44.499117, 11.320342;SAFFI;VIA VITTORIO VENETO
6203;36;VITTORIO VENETO;VIA VITTORIO VENETO 7;BOLOGNA;500;Porto - Saragozza;44.500203, 11.320913;SAFFI;VIA VITTORIO VENETO
6205;36;PASUBIO;VIA PASUBIO FR 22;BOLOGNA;500;Porto - Saragozza;44.498237, 11.318898;SAFFI;VIA VITTORIO VENETO
6217;36;CHIESA CERTOSA;VIALE GANDHI FR P.L. 31;BOLOGNA;500;Porto - Saragozza;44.499206, 11.308823;SAFFI;VELODROMO
6218;19;TOGLIATTI;VIALE TOGLIATTI FR 5;BOLOGNA;500;Borgo Panigale - Reno;44.502319, 11.299122;BARCA;BATTINDARNO
6219;19;TOGLIATTI;VIALE TOGLIATTI 10/C;BOLOGNA;500;Borgo Panigale - Reno;44.50224, 11.300364;SANTA VIOLA;EMILIA PONENTE
6223;63;CENTRO VITTORIA - MAST;VIALE TOGLIATTI FR P.L. 58;BOLOGNA;500;Borgo Panigale - Reno;44.503957, 11.29423;SANTA VIOLA;EMILIA PONENTE
6223;19;CENTRO VITTORIA - MAST;VIALE TOGLIATTI FR P.L. 58;BOLOGNA;500;Borgo Panigale - Reno;44.503957, 11.29423;SANTA VIOLA;EMILIA PONENTE
6224;19;EINAUDI;VIALE SALVEMINI FR PL 23;BOLOGNA;500;Borgo Panigale - Reno;44.505047, 11.281592;CASTELDEBOLE - PONTELUNGO;CASTELDEBOLE
6225;63;TOGLIATTI PIETRA;VIALE TOGLIATTI;BOLOGNA;500;Borgo Panigale - Reno;44.506786, 11.284692;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
6225;64;TOGLIATTI PIETRA;VIALE TOGLIATTI;BOLOGNA;500;Borgo Panigale - Reno;44.506786, 11.284692;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
6228;19;DE NICOLA;VIA DE NICOLA 11;BOLOGNA;500;Borgo Panigale - Reno;44.505192, 11.278428;CASTELDEBOLE - PONTELUNGO;CASTELDEBOLE
6230;19;GALEAZZA;VIA GALEAZZA FR P.L. 2;BOLOGNA;500;Borgo Panigale - Reno;44.503174, 11.277594;CASTELDEBOLE - PONTELUNGO;CASTELDEBOLE
6233;19;GALEAZZA;VIA GALEAZZA P.L. 2;BOLOGNA;500;Borgo Panigale - Reno;44.503049, 11.277527;CASTELDEBOLE - PONTELUNGO;CASTELDEBOLE
6235;19;BOTTONELLI;VIA CADUTI DI CASTELDEBOLE 3;BOLOGNA;500;Borgo Panigale - Reno;44.502616, 11.278919;CASTELDEBOLE - PONTELUNGO;CASTELDEBOLE
6239;86;LE TORRI;VIALE SALVEMINI FR P.L. 40;BOLOGNA;500;Borgo Panigale - Reno;44.503976, 11.279764;CASTELDEBOLE - PONTELUNGO;CASTELDEBOLE
6239;FBV;LE TORRI;VIALE SALVEMINI FR P.L. 40;BOLOGNA;500;Borgo Panigale - Reno;44.503976, 11.279764;CASTELDEBOLE - PONTELUNGO;CASTELDEBOLE
6243;63;VILLA RANUZZI - BELLOMBRA;VIA CADUTI DI CASTELDEBOLE FR PL 54;BOLOGNA;500;Borgo Panigale - Reno;44.492541, 11.275382;CASTELDEBOLE - PONTELUNGO;CASTELDEBOLE
6243;80;VILLA RANUZZI - BELLOMBRA;VIA CADUTI DI CASTELDEBOLE FR PL 54;BOLOGNA;500;Borgo Panigale - Reno;44.492541, 11.275382;CASTELDEBOLE - PONTELUNGO;CASTELDEBOLE
6244;86;VILLA RANUZZI - BELLOMBRA;VIA CADUTI DI CASTELDEBOLE FR 69;BOLOGNA;500;Borgo Panigale - Reno;44.492383, 11.275627;CASTELDEBOLE - PONTELUNGO;CASTELDEBOLE
6245;85;CASALECCHIO CIMITERO;VIA BRIGATA BOLERO FR PL 3351;CASALECCHIO DI RENO;507;N/A;44.482965, 11.276128;Fuori Bologna;Fuori Bologna
6246;80;CASALECCHIO BRIGATA BOLER;VIA 63a BRIGATA BOLERO FR 31;CASALECCHIO DI RENO;500;N/A;44.490296, 11.276892;Fuori Bologna;Fuori Bologna
6246;86;CASALECCHIO BRIGATA BOLER;VIA 63a BRIGATA BOLERO FR 31;CASALECCHIO DI RENO;500;N/A;44.490296, 11.276892;Fuori Bologna;Fuori Bologna
6249;63;CASALECCHIO ISONZO;VIA ISONZO 23;CASALECCHIO DI RENO;507;N/A;44.484985, 11.278684;Fuori Bologna;Fuori Bologna
6249;85;CASALECCHIO ISONZO;VIA ISONZO 23;CASALECCHIO DI RENO;507;N/A;44.484985, 11.278684;Fuori Bologna;Fuori Bologna
6250;80;CASALECCHIO ISONZO;VIA ISONZO 14;CASALECCHIO DI RENO;507;N/A;44.485092, 11.278701;Fuori Bologna;Fuori Bologna
6251;80;CASALECCHIO TRIPOLI;VIA ISONZO 1/2;CASALECCHIO DI RENO;507;N/A;44.484414, 11.281102;Fuori Bologna;Fuori Bologna
6253;86;CASALECCHIO SAFFI;VIA GARIBALDI FR 72;CASALECCHIO DI RENO;507;N/A;44.482576, 11.279848;Fuori Bologna;Fuori Bologna
6254;85;CASALECCHIO GARIBALDI;VIA GARIBALDI 56;CASALECCHIO DI RENO;507;N/A;44.4814, 11.279199;Fuori Bologna;Fuori Bologna
6254;86;CASALECCHIO GARIBALDI;VIA GARIBALDI 56;CASALECCHIO DI RENO;507;N/A;44.4814, 11.279199;Fuori Bologna;Fuori Bologna
6255;80;CASALECCHIO GARIBALDI;VIA GARIBALDI FR 54;CASALECCHIO DI RENO;507;N/A;44.48102, 11.278844;Fuori Bologna;Fuori Bologna
6255;86;CASALECCHIO GARIBALDI;VIA GARIBALDI FR 54;CASALECCHIO DI RENO;507;N/A;44.48102, 11.278844;Fuori Bologna;Fuori Bologna
6255;63;CASALECCHIO GARIBALDI;VIA GARIBALDI FR 54;CASALECCHIO DI RENO;507;N/A;44.48102, 11.278844;Fuori Bologna;Fuori Bologna
6259;86;CASALECCHIO MANZONI;VIA MANZONI 10;CASALECCHIO DI RENO;507;N/A;44.47475, 11.271371;Fuori Bologna;Fuori Bologna
6262;86;CASALECCHIO MARULLINA;VIA MANZONI FR 35;CASALECCHIO DI RENO;507;N/A;44.476885, 11.26953;Fuori Bologna;Fuori Bologna
6265;FBV;STAZIONE CASALECCHIO GARI;VIA DELLA STAZIONE;CASALECCHIO DI RENO;507;N/A;44.482318, 11.273802;Fuori Bologna;Fuori Bologna
6268;;STAZIONE CASALECCHIO GARI;VIA BERLINGUER 70 METRI DOPO LA ROTATORI;CASALECCHIO DI RENO;507;N/A;44.482852, 11.274552;Fuori Bologna;Fuori Bologna
6273;80;FAGGIOLO;VIA DELLA PIETRA 21/A;BOLOGNA;500;Borgo Panigale - Reno;44.509015, 11.284427;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
6273;61;FAGGIOLO;VIA DELLA PIETRA 21/A;BOLOGNA;500;Borgo Panigale - Reno;44.509015, 11.284427;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
6285;19;MARZABOTTO;VIA MARZABOTTO 17;BOLOGNA;500;Porto - Saragozza;44.501341, 11.311461;SAFFI;VELODROMO
6286;19;MARZABOTTO;VIA MARZABOTTO FR 15/C;BOLOGNA;500;Porto - Saragozza;44.501559, 11.311772;SAFFI;VELODROMO
6286;38;MARZABOTTO;VIA MARZABOTTO FR 15/C;BOLOGNA;500;Porto - Saragozza;44.501559, 11.311772;SAFFI;VELODROMO
6451;64;SANTA VIOLA;VIA BATTINDARNO 7/2;BOLOGNA;500;Borgo Panigale - Reno;44.506857, 11.303553;SANTA VIOLA;EMILIA PONENTE
6451;92;SANTA VIOLA;VIA BATTINDARNO 7/2;BOLOGNA;500;Borgo Panigale - Reno;44.506857, 11.303553;SANTA VIOLA;EMILIA PONENTE
6451;183;SANTA VIOLA;VIA BATTINDARNO 7/2;BOLOGNA;500;Borgo Panigale - Reno;44.506857, 11.303553;SANTA VIOLA;EMILIA PONENTE
6453;83;BATTINDARNO SEGANTINI;VIA BATTINDARNO 71;BOLOGNA;500;Borgo Panigale - Reno;44.504212, 11.300329;SANTA VIOLA;EMILIA PONENTE
6453;64;BATTINDARNO SEGANTINI;VIA BATTINDARNO 71;BOLOGNA;500;Borgo Panigale - Reno;44.504212, 11.300329;SANTA VIOLA;EMILIA PONENTE
6454;183;BATTINDARNO SEGANTINI;VIA BATTINDARNO 150;BOLOGNA;500;Borgo Panigale - Reno;44.504306, 11.300596;SANTA VIOLA;EMILIA PONENTE
6454;79;BATTINDARNO SEGANTINI;VIA BATTINDARNO 150;BOLOGNA;500;Borgo Panigale - Reno;44.504306, 11.300596;SANTA VIOLA;EMILIA PONENTE
6455;179;DEPOSITO BATTINDARNO;VIA BATTINDARNO 121;BOLOGNA;500;Borgo Panigale - Reno;44.502048, 11.297363;BARCA;BATTINDARNO
6455;61;DEPOSITO BATTINDARNO;VIA BATTINDARNO 121;BOLOGNA;500;Borgo Panigale - Reno;44.502048, 11.297363;BARCA;BATTINDARNO
6455;83;DEPOSITO BATTINDARNO;VIA BATTINDARNO 121;BOLOGNA;500;Borgo Panigale - Reno;44.502048, 11.297363;BARCA;BATTINDARNO
6459;36;BATTINDARNO DE CAROLIS;VIA BATTINDARNO FR 324/B;BOLOGNA;500;Borgo Panigale - Reno;44.500009, 11.295823;BARCA;BATTINDARNO
6460;179;DEPOSITO BATTINDARNO;VIA BATTINDARNO 300;BOLOGNA;500;Borgo Panigale - Reno;44.501778, 11.29739;BARCA;BATTINDARNO
6460;183;DEPOSITO BATTINDARNO;VIA BATTINDARNO 300;BOLOGNA;500;Borgo Panigale - Reno;44.501778, 11.29739;BARCA;BATTINDARNO
6461;61;BERTOCCHI;VIA BERTOCCHI FR P.L. 7;BOLOGNA;500;Borgo Panigale - Reno;44.500031, 11.293824;BARCA;BATTINDARNO
6461;36;BERTOCCHI;VIA BERTOCCHI FR P.L. 7;BOLOGNA;500;Borgo Panigale - Reno;44.500031, 11.293824;BARCA;BATTINDARNO
6462;83;BATTINDARNO DE CAROLIS;VIA BATTINDARNO 322;BOLOGNA;500;Borgo Panigale - Reno;44.500164, 11.296157;BARCA;BATTINDARNO
6462;79;BATTINDARNO DE CAROLIS;VIA BATTINDARNO 322;BOLOGNA;500;Borgo Panigale - Reno;44.500164, 11.296157;BARCA;BATTINDARNO
6464;36;BERTOCCHI;VIA BERTOCCHI P.L. 7;BOLOGNA;500;Borgo Panigale - Reno;44.499934, 11.293732;BARCA;BATTINDARNO
6467;61;GIOTTO;VIA GIOTTO 20;BOLOGNA;500;Borgo Panigale - Reno;44.499316, 11.289985;BARCA;VILLAGGIO DELLA BARCA
6469;36;ALTOBELLI;VIA ALTOBELLI 15;BOLOGNA;500;Borgo Panigale - Reno;44.499837, 11.288685;BARCA;VILLAGGIO DELLA BARCA
6471;36;VIGHI;VIA VIGHI 5/H;BOLOGNA;500;Borgo Panigale - Reno;44.498244, 11.28549;BARCA;VILLAGGIO DELLA BARCA
6501;677;PALLAVICINI;VIA LEPIDO 203/15;BOLOGNA;500;Borgo Panigale - Reno;44.524132, 11.256276;BORGO PANIGALE;RIGOSA
6501;673;PALLAVICINI;VIA LEPIDO 203/15;BOLOGNA;500;Borgo Panigale - Reno;44.524132, 11.256276;BORGO PANIGALE;RIGOSA
6502;646;PALLAVICINI;VIA LEPIDO 196;BOLOGNA;500;Borgo Panigale - Reno;44.524043, 11.255731;BORGO PANIGALE;RIGOSA
6502;673;PALLAVICINI;VIA LEPIDO 196;BOLOGNA;500;Borgo Panigale - Reno;44.524043, 11.255731;BORGO PANIGALE;RIGOSA
6502;13;PALLAVICINI;VIA LEPIDO 196;BOLOGNA;500;Borgo Panigale - Reno;44.524043, 11.255731;BORGO PANIGALE;RIGOSA
6502;651;PALLAVICINI;VIA LEPIDO 196;BOLOGNA;500;Borgo Panigale - Reno;44.524043, 11.255731;BORGO PANIGALE;RIGOSA
6502;677;PALLAVICINI;VIA LEPIDO 196;BOLOGNA;500;Borgo Panigale - Reno;44.524043, 11.255731;BORGO PANIGALE;RIGOSA
6503;651;PIOPPA;VIA LEPIDO 223;BOLOGNA;500;Borgo Panigale - Reno;44.527466, 11.246085;BIRRA - BARGELLINO - LAVINO;VIA DEL VIVAIO
6503;87;PIOPPA;VIA LEPIDO 223;BOLOGNA;500;Borgo Panigale - Reno;44.527466, 11.246085;BIRRA - BARGELLINO - LAVINO;VIA DEL VIVAIO
6503;646;PIOPPA;VIA LEPIDO 223;BOLOGNA;500;Borgo Panigale - Reno;44.527466, 11.246085;BIRRA - BARGELLINO - LAVINO;VIA DEL VIVAIO
6504;80;PIOPPA;VIA LEPIDO FR 219;BOLOGNA;500;Borgo Panigale - Reno;44.527239, 11.246177;BIRRA - BARGELLINO - LAVINO;VIA DEL VIVAIO
6504;13;PIOPPA;VIA LEPIDO FR 219;BOLOGNA;500;Borgo Panigale - Reno;44.527239, 11.246177;BIRRA - BARGELLINO - LAVINO;VIA DEL VIVAIO
6504;64;PIOPPA;VIA LEPIDO FR 219;BOLOGNA;500;Borgo Panigale - Reno;44.527239, 11.246177;BIRRA - BARGELLINO - LAVINO;VIA DEL VIVAIO
6505;651;LAVINO DI MEZZO CHIESA;VIA LEPIDO CIV. 235;BOLOGNA;500;Borgo Panigale - Reno;44.530483, 11.238197;BIRRA - BARGELLINO - LAVINO;LAVINO DI MEZZO
6506;646;LAVINO DI MEZZO CHIESA;VIA LEPIDO FR P.L. 260;BOLOGNA;500;Borgo Panigale - Reno;44.530007, 11.23906;BIRRA - BARGELLINO - LAVINO;LAVINO DI MEZZO
6506;64;LAVINO DI MEZZO CHIESA;VIA LEPIDO FR P.L. 260;BOLOGNA;500;Borgo Panigale - Reno;44.530007, 11.23906;BIRRA - BARGELLINO - LAVINO;LAVINO DI MEZZO
6510;13;LAVINO DI MEZZO PONTE;VIA LEPIDO 220/A;LAVINO DI MEZZO;500;Borgo Panigale - Reno;44.532417, 11.232293;BIRRA - BARGELLINO - LAVINO;LAVINO DI MEZZO
6510;677;LAVINO DI MEZZO PONTE;VIA LEPIDO 220/A;LAVINO DI MEZZO;500;Borgo Panigale - Reno;44.532417, 11.232293;BIRRA - BARGELLINO - LAVINO;LAVINO DI MEZZO
6510;87;LAVINO DI MEZZO PONTE;VIA LEPIDO 220/A;LAVINO DI MEZZO;500;Borgo Panigale - Reno;44.532417, 11.232293;BIRRA - BARGELLINO - LAVINO;LAVINO DI MEZZO
6510;64;LAVINO DI MEZZO PONTE;VIA LEPIDO 220/A;LAVINO DI MEZZO;500;Borgo Panigale - Reno;44.532417, 11.232293;BIRRA - BARGELLINO - LAVINO;LAVINO DI MEZZO
6601;83;CASALECCHIO SANTA LUCIA;VIA BAZZANESE 30 MT DOPO VIA MARZOCCHI;CASALECCHIO DI RENO;507;N/A;44.479819, 11.268663;Fuori Bologna;Fuori Bologna
6602;FBV;CASALECCHIO SANTA LUCIA;VIA BAZZANESE 35 MT PRIMA VIA MARZOCCHI;CASALECCHIO DI RENO;507;N/A;44.479702, 11.268633;Fuori Bologna;Fuori Bologna
6602;684;CASALECCHIO SANTA LUCIA;VIA BAZZANESE 35 MT PRIMA VIA MARZOCCHI;CASALECCHIO DI RENO;507;N/A;44.479702, 11.268633;Fuori Bologna;Fuori Bologna
6602;672;CASALECCHIO SANTA LUCIA;VIA BAZZANESE 35 MT PRIMA VIA MARZOCCHI;CASALECCHIO DI RENO;507;N/A;44.479702, 11.268633;Fuori Bologna;Fuori Bologna
6603;79;CASALECCHIO SANTA LUCIA;VIA BAZZANESE 50 MT DOPO VIA MARZOCCHI;CASALECCHIO DI RENO;507;N/A;44.479796, 11.268435;Fuori Bologna;Fuori Bologna
6657;54;ARIOSTO;VIA DUCATI 20 METRI DOPO INTERSEZIONE VI;BOLOGNA;500;Borgo Panigale - Reno;44.513982, 11.261949;BORGO PANIGALE;RIGOSA
6665;54;CAVALIERI DUCATI FRONTE 1;VIA DUCATI FR 118/2;BOLOGNA;500;Borgo Panigale - Reno;44.515541, 11.25456;BORGO PANIGALE;RIGOSA
