Station,Degree,Degree Centrality,Closeness Centrality,Betweenness Centrality,Coreness
OSPEDALE MALPIGHI,2,0.001597444089456869,0.00018192216309805573,0.007974451110038487,2
ZANOLINI - CASA DELLE DONNE,2,0.001597444089456869,0.00019390729337771876,0.021198376761849307,2
ZANOLINI - CASA DELLE DONNE,3,0.0023961661341853034,0.00019598217351106091,0.013801099695323614,2
MASSARENTI,4,0.003194888178913738,0.00017543591529394092,0.02040412398515692,2
PALAGI,3,0.0023961661341853034,0.00017088567131726994,0.009216907624060496,2
ARPA,2,0.001597444089456869,0.00017352540914345417,0.0,2
ARPA,3,0.0023961661341853034,0.00017053286653365035,0.011239570643804445,2
VERMIGLIA,4,0.003194888178913738,0.00017316576753723226,0.0212622234480786,2
ARCOBALENO,2,0.001597444089456869,0.0001673042042328934,0.0038614475831475394,2
ARCOBALENO,2,0.001597444089456869,0.00017077050221595079,0.0045918536736106325,2
VETULONIA,2,0.001597444089456869,0.00016036364036249313,0.003912524932130973,2
VETULONIA,2,0.001597444089456869,0.00016317284630797905,0.004007018027750324,2
SPINA,2,0.001597444089456869,0.0001561790230749929,0.0025219441060570073,2
SPINA,2,0.001597444089456869,0.00015737571855447196,0.0025525905154470674,2
ISTITUTO MANFREDI TANARI,2,0.001597444089456869,0.00014606626525320653,0.000346049039362759,2
ETRURIA,2,0.001597444089456869,0.0001537671641459469,0.001252671983818696,2
MARX,2,0.001597444089456869,0.00014548816344784864,0.0007112520845943054,2
ISTITUTO MANFREDI TANARI,2,0.001597444089456869,0.00014577545047642104,0.00024389434139589287,2
ETRURIA,2,0.001597444089456869,0.0001524777492709711,0.001324180272395502,2
MARX,2,0.001597444089456869,0.00014543262726706034,0.0006167589889749543,2
PORTA MAGGIORE,4,0.003194888178913738,0.00020218785870593497,0.06985210553601848,2
MASIA,2,0.001597444089456869,0.0001829117479961678,0.006348914478640729,2
MASIA,2,0.001597444089456869,0.00017415728709629333,0.0042215428934807425,2
CIRENAICA,2,0.001597444089456869,0.00017848892623468173,0.005424414462040591,2
CIRENAICA,2,0.001597444089456869,0.00017188327811457405,0.0036711844581842515,2
BENTIVOGLI,2,0.001597444089456869,0.00017559346900746734,0.0048740560267441,2
CROCE DEL BIACCO,2,0.001597444089456869,0.00013664545903826092,0.007998712850805617,2
CROCE DEL BIACCO,2,0.001597444089456869,0.00013789456183429345,0.01122297050538483,2
MARTELLI,2,0.001597444089456869,0.00013865012661702105,0.008644841315446046,2
MARTELLI,2,0.001597444089456869,0.00014018994793660972,0.0118742067049236,2
LARGA STAZIONE,4,0.003194888178913738,0.00014048294902722257,0.02330020967251758,2
LARGA,4,0.003194888178913738,0.00014559652980259313,0.027722231160758296,2
LARGA,4,0.003194888178913738,0.00014676570637279306,0.02243700247469756,2
CARROZZAIO,2,0.001597444089456869,0.0001383878796894523,0.010091607225401786,2
CARROZZAIO,2,0.001597444089456869,0.0001367348198105439,0.009810681805992906,2
CERAMISTA,3,0.0023961661341853034,0.00013492098386412539,0.010371255711086083,2
CERAMISTA,3,0.0023961661341853034,0.0001372184091280626,0.011478357250301994,2
LARGA STAZIONE,4,0.003194888178913738,0.00013941184892190078,0.019056958905718877,2
CERODOLO,2,0.001597444089456869,0.00012863910134025232,0.008671656923662348,2
CERODOLO,2,0.001597444089456869,0.00013017018290561907,0.009711080975475211,2
ELETTRICISTA,2,0.001597444089456869,0.00012575642185030497,0.007145721122782285,2
ELETTRICISTA,2,0.001597444089456869,0.00012703875733413524,0.008185145174595149,2
FONDITORE,2,0.001597444089456869,0.00012205462472628677,0.005619785321902222,2
FONDITORE,2,0.001597444089456869,0.0001234139001938889,0.006659209373715086,2
FRESATORE,2,0.001597444089456869,0.00011841461255496261,0.0040938495210221595,2
FRESATORE,2,0.001597444089456869,0.00011963679487117515,0.005133273572835023,2
MURATORE,2,0.001597444089456869,0.00011540750539622634,0.0025679137201420972,2
MURATORE,2,0.001597444089456869,0.00011668425464770052,0.00360733777195496,2
ROTONDA ACQUA FRESCA,2,0.001597444089456869,0.00011187071335221284,0.0020814019710748972,2
ROTONDA NEGRONI,2,0.001597444089456869,0.00010634968644248622,0.0005631277725423495,2
ROTONDA ACQUA FRESCA,2,0.001597444089456869,0.0001100947953640732,0.0010419779192620345,2
VETRAIO,2,0.001597444089456869,0.00010302952498703277,4.34157466359181e-05,2
INDUSTRIA,3,0.0023961661341853034,0.00013403494278816397,0.005582754243889234,2
INDUSTRIA,2,0.001597444089456869,0.00012787123481925093,0.0015872286196601823,2
CARPENTIERE,2,0.001597444089456869,0.00013393269553748166,0.004794886135819779,2
CARPENTIERE,2,0.001597444089456869,0.00012545325623214562,0.0005248197608047747,2
PILASTRO VECCHIO,2,0.001597444089456869,0.0001371331908152878,0.005294167222132837,2
INNOCENTI,2,0.001597444089456869,0.00013649282907836618,0.006783071944999911,2
INNOCENTI,2,0.001597444089456869,0.00013863493108504167,0.010810520912343607,2
